,TEAM_ABBREVIATION,PLAYER_ID,PLAYER_NAME,PCT_FGA_2PT,PCT_AST_2PM,PCT_PTS_2PT,AST_PCT,PCT_FG3M,PCT_BLKA,PCT_BLK,FG3_PCT,PCT_PTS,PCT_FGM,PCT_REB,PCT_FGA,E_USG_PCT,REB_PCT,PCT_PTS_OFF_TOV,PCT_DREB,OPP_OREB_PCT,PCT_UAST_3PM,PCT_TOV,DREB_PCT,PCT_FTM,OPP_TOV_PCT,PCT_UAST_2PM,PCT_AST_3PM,USG_PCT,PCT_AST,FG_PCT,EFG_PCT,TS_PCT,PCT_OREB,PCT_PTS_2PT_MR,PCT_PF,FT_PCT,PCT_PTS_PAINT,PCT_PTS_FT,PCT_PFD,PCT_FGA_3PT,OPP_EFG_PCT,CFG_PCT,TM_TOV_PCT,PCT_UAST_FGM,PCT_PTS_3PT,OREB_PCT,PCT_PTS_FB,PCT_AST_FGM,UFG_PCT,PCT_FG3A,PCT_STL,DFG_PCT,OREB,AST,REB,DFGA,SAST,OPP_PTS_2ND_CHANCE,PFD,TO,FG3A,STL,POSS,PASS,UFGM,FG3M,PTS,UFGA,DRBC,OPP_PTS_PAINT,FTM,ORBC,BLKA,PTS_FB,CFGA,PTS_PAINT,TCHS,CFGM,PLUS_MINUS,DFGM,OPP_PTS_OFF_TOV,PTS_OFF_TOV,FGA,FTA,PTS_2ND_CHANCE,FGM,PF,DREB,BLK,RBC,OPP_PTS_FB,FTAST,E_OFF_RATING,OFF_RATING,E_NET_RATING,E_DEF_RATING,NET_RATING,DEF_RATING,E_PACE,AST_RATIO,DIST,AST_TOV,FTA_RATE,OPP_FTA_RATE,MIN,PACE_PER40,PACE,PIE
0,LAL,2544,LeBron James,0.7161476407914764,0.3453226788432268,0.5969421613394216,0.3388949771689498,0.1999117199391172,0.2100410958904109,0.1799923896499239,0.307558599695586,0.3041232876712328,0.307710806697108,0.2326133942161339,0.2849345509893455,0.2951111111111111,0.1039893455098934,0.1786757990867579,0.2557412480974124,0.2253150684931507,0.3562952815829528,0.3321674277016743,0.1725814307458143,0.3526453576864535,0.143441400304414,0.607496194824962,0.3834307458143074,0.2919147640791477,0.3945844748858448,0.5024018264840182,0.5453150684931507,0.5803622526636225,0.1476575342465753,0.1151841704718417,0.1169984779299847,0.6843455098934551,0.481773211567732,0.1811826484018265,0.3318097412480974,0.2382283105022831,0.4901719939117199,0.4279558599695585,10.676864535768646,0.5859010654490107,0.1762328767123287,0.0308964992389649,0.1914733637747336,0.3684429223744292,0.3416742770167427,0.2090197869101978,0.2291339421613394,0.4030608828006088,1.1035007610350076,7.077625570776256,7.470319634703197,2.0228310502283104,0.6286149162861492,9.187214611872148,5.3744292237442925,3.4840182648401825,4.505327245053272,1.3729071537290716,70.33181126331812,40.17960426179605,3.828006088280061,1.5981735159817352,25.26179604261796,8.027397260273972,7.12937595129376,31.60730593607306,4.747336377473364,2.706240487062405,0.6879756468797564,4.893455098934551,5.867579908675799,12.617960426179604,61.29680365296804,3.4124809741248097,5.033485540334856,1.2252663622526636,11.596651445966517,4.727549467275495,18.089802130898025,6.447488584474886,2.3181126331811264,9.45814307458143,1.6971080669710807,6.366818873668189,0.6575342465753424,9.421613394216134,9.197869101978691,0.3911719939117199,107.03348554033484,108.4027397260274,7.282648401826484,99.74946727549468,7.258751902587519,101.144901065449,93.48217656012176,21.59512937595129,1.7038508371385084,2.4706240487062407,0.2794703196347032,0.2411993911719939,34.92913242009132,76.84401826484017,92.21272450532724,0.1852480974124809
1,LAL,2546,Carmelo Anthony,0.6257404580152671,0.3149637404580153,0.4948339694656489,0.1138358778625954,0.2672996183206106,0.2201545801526717,0.1565629770992366,0.3302614503816793,0.2696202290076336,0.2621927480916031,0.1895706106870228,0.2700400763358779,0.2602385496183206,0.0845534351145038,0.1308053435114503,0.2047480916030534,0.2276793893129771,0.1384751908396946,0.1946545801526717,0.1380916030534351,0.3112729007633588,0.129192748091603,0.5915267175572518,0.634425572519084,0.2570267175572518,0.1510954198473282,0.4096698473282443,0.468192748091603,0.5114618320610687,0.1423664122137404,0.278236641221374,0.186736641221374,0.6725820610687023,0.2166087786259542,0.1702938931297709,0.2613225190839695,0.3151354961832061,0.4888206106870228,0.303587786259542,7.363549618320611,0.483881679389313,0.2719217557251908,0.0319064885496183,0.0798129770992366,0.4512347328244275,0.2993320610687023,0.2644694656488549,0.1570896946564885,0.4299599236641221,1.0896946564885497,2.185114503816794,5.641221374045801,1.784351145038168,0.1908396946564885,8.469465648854962,3.549618320610687,1.748091603053435,4.954198473282442,0.816793893129771,62.02290076335878,22.36450381679389,2.799618320610687,1.84351145038168,19.55152671755725,6.440839694656488,5.566793893129771,28.37786259541985,3.6622137404580153,2.2022900763358777,0.7290076335877863,1.616412213740458,4.788167938931298,4.519083969465649,36.77290076335878,2.133587786259542,0.2290076335877862,1.2099236641221374,9.776717557251908,2.8282442748091605,15.933206106870228,4.406488549618321,2.633587786259542,7.022900763358779,2.5,4.551526717557252,0.5305343511450382,7.479007633587786,8.490458015267176,0.1087786259541984,101.42729007633588,102.6074427480916,-0.2120229007633589,101.63912213740458,-0.072709923664122,102.67881679389312,92.39585877862596,8.98206106870229,1.4555725190839697,1.070477099236641,0.2437958015267175,0.2638778625954198,30.671240458015266,76.16784351145037,91.4013358778626,0.1149656488549618
2,MIA,2617,Udonis Haslem,0.3518917293233083,0.2284751879699248,0.250184962406015,0.0226375939849624,0.0032225563909774,0.0528165413533834,0.0471563909774436,0.0052631578947368,0.0502676691729323,0.05496992481203,0.1408360902255639,0.0587563909774436,0.0573398496240601,0.0620090225563909,0.0448270676691729,0.1318977443609022,0.100996992481203,0.0,0.0453624060150376,0.090775939849624,0.0393157894736842,0.0677248120300751,0.0557353383458646,0.0060150375939849,0.0548150375939849,0.0328496240601503,0.1615488721804511,0.1626150375939849,0.1779308270676691,0.1319157894736842,0.0979488721804511,0.1107112781954887,0.1032556390977443,0.1522345864661654,0.0613067669172932,0.0696315789473684,0.0210406015037594,0.2124466165413533,0.0663413533834586,4.623157894736842,0.0557353383458646,0.0042977443609022,0.0304887218045112,0.0141323308270676,0.2314827067669173,0.0614225563909774,0.0119864661654135,0.0447142857142857,0.0915774436090225,0.4526315789473684,0.2135338345864661,1.822556390977444,0.3022556390977444,0.0180451127819548,1.806015037593985,0.4977443609022556,0.2406015037593984,0.0571428571428571,0.1443609022556391,12.690225563909774,2.750375939849624,0.1428571428571428,0.0060150375939849,1.556390977443609,0.3428571428571428,0.956390977443609,5.398496240601504,0.2571428571428571,0.5368421052631579,0.112781954887218,0.0736842105263157,0.2857142857142857,0.7969924812030075,3.5924812030075186,0.1398496240601503,-0.1984962406015037,0.2,2.1067669172932333,0.2105263157894736,1.4421052631578948,0.3533834586466165,0.3052631578947368,0.6466165413533834,0.7924812030075188,1.369924812030075,0.0947368421052631,1.4150375939849624,1.6631578947368422,0.0,42.014135338345866,41.0596992481203,-1.641353383458647,43.65714285714286,-2.249924812030075,43.30872180451128,38.73864661654135,4.040300751879699,0.1702706766917293,0.070796992481203,0.116796992481203,0.1306300751879699,6.488646616541353,32.88873684210526,39.46637593984962,0.0369894736842105
3,LAL,2730,Dwight Howard,0.8715050675675676,0.5297888513513513,0.6396216216216216,0.0669577702702702,0.0095388513513513,0.2067432432432432,0.4022027027027027,0.027589527027027,0.1954054054054054,0.1971587837837838,0.3718175675675675,0.1572871621621621,0.1881756756756757,0.1709999999999999,0.1111182432432432,0.3498344594594594,0.2088513513513513,0.0016891891891891,0.2189307432432432,0.2401300675675675,0.2769746621621621,0.1277584459459459,0.3266317567567567,0.0287162162162162,0.1851925675675675,0.0891959459459459,0.5162652027027027,0.5205033783783783,0.5318902027027027,0.4342010135135135,0.0210793918918918,0.2690557432432433,0.4462263513513513,0.6185540540540541,0.2346300675675675,0.3464087837837838,0.0203885135135135,0.4614476351351351,0.3796148648648648,14.267060810810811,0.3251283783783784,0.0108918918918918,0.1016604729729729,0.0451570945945946,0.5329814189189189,0.3433378378378378,0.0092195945945945,0.1499763513513513,0.3916064189189189,2.760135135135135,1.150337837837838,9.614864864864863,2.695945945945946,0.1114864864864864,6.6199324324324325,4.699324324324325,2.0472972972972974,0.116554054054054,0.7094594594594594,50.90033783783784,21.402027027027028,0.8243243243243243,0.0320945945945945,11.988175675675675,1.224662162162162,8.013513513513514,21.72635135135135,3.0236486486486487,5.125,0.6908783783783784,0.6334459459459459,4.236486486486487,8.591216216216216,30.199324324324323,2.39695945945946,0.2263513513513513,1.579391891891892,9.552364864864863,1.5422297297297298,7.695945945945946,5.701013513513513,2.989864864864865,4.466216216216216,2.827702702702702,6.85472972972973,1.320945945945946,12.72804054054054,7.388513513513513,0.0523648648648648,93.84341216216217,95.00304054054054,-0.9832770270270268,94.82787162162164,-0.9087837837837838,95.9108108108108,89.26898648648648,7.762837837837838,1.2105405405405405,0.4865709459459459,0.3001570945945946,0.2270625,25.0464695945946,73.55584459459459,88.26702702702703,0.1138226351351351
4,GSW,2738,Andre Iguodala,0.508357142857143,0.456625,0.4782435064935065,0.1685714285714285,0.1452435064935064,0.0560162337662337,0.1422938311688311,0.2612743506493506,0.114215909090909,0.1164512987012987,0.1589821428571428,0.121762987012987,0.1242094155844155,0.0695714285714285,0.1872840909090909,0.1662581168831169,0.2286461038961039,0.0559204545454545,0.1419220779220779,0.1096688311688311,0.0939675324675324,0.1422808441558441,0.2787646103896103,0.4570665584415584,0.1213555194805194,0.222189935064935,0.4185324675324676,0.4849545454545455,0.5030454545454545,0.1424480519480519,0.0888084415584415,0.1276152597402597,0.3000405844155844,0.3894512987012987,0.1221006493506493,0.1373717532467532,0.4153522727272727,0.4554334415584416,0.3025340909090909,10.212337662337662,0.243038961038961,0.2779155844155844,0.0268993506493506,0.2033214285714285,0.6043636363636364,0.3008717532467532,0.1669626623376623,0.2039107142857143,0.4028198051948052,0.7337662337662337,3.345779220779221,3.9009740259740258,1.3214285714285714,0.2824675324675325,7.238636363636363,1.6087662337662338,1.1801948051948052,2.5454545454545454,1.0324675324675323,52.50324675324676,23.912337662337663,1.228896103896104,0.8295454545454546,7.272727272727272,2.8376623376623376,3.998376623376624,22.20779220779221,0.9366883116883116,1.4366883116883118,0.1623376623376623,1.6883116883116882,1.2824675324675323,3.061688311688312,30.18344155844156,0.6753246753246753,3.404220779220779,0.8733766233766234,8.519480519480519,1.6136363636363635,6.050324675324675,1.5600649350649352,0.6493506493506493,2.7532467532467533,1.452922077922078,3.167207792207792,0.487012987012987,5.26948051948052,6.584415584415584,0.1493506493506493,101.95081168831167,101.612012987013,7.291233766233765,94.65811688311688,6.278896103896104,95.33506493506492,93.11162337662338,28.035714285714285,1.3533766233766231,1.5896590909090909,0.2639334415584415,0.2693165584415584,25.301915584415585,77.43589285714286,92.92301948051949,0.0851461038961039
6,PHX,101108,Chris Paul,0.6239142857142856,0.0992111111111111,0.510152380952381,0.386495238095238,0.1943555555555555,0.0937412698412698,0.0498587301587301,0.3079904761904762,0.212931746031746,0.2078222222222222,0.1462365079365079,0.212715873015873,0.2168333333333333,0.0645206349206349,0.1451349206349206,0.1634142857142857,0.2202365079365079,0.4312142857142857,0.2599444444444445,0.1107650793650793,0.2427650793650793,0.139731746031746,0.8087253968253969,0.2592619047619047,0.2138904761904762,0.4992809523809524,0.4325873015873015,0.4887682539682539,0.5368428571428572,0.084131746031746,0.2514063492063492,0.1659015873015873,0.6893730158730159,0.2587857142857143,0.179163492063492,0.2236936507936507,0.3062746031746032,0.4711365079365079,0.3160238095238095,8.602063492063492,0.761615873015873,0.2392825396825396,0.0166301587301587,0.0842555555555555,0.1637809523809524,0.3424253968253968,0.1968365079365079,0.3034142857142857,0.4648539682539682,0.5507936507936508,8.423809523809524,4.2365079365079366,1.5873015873015872,0.7142857142857143,8.163492063492063,3.403174603174603,2.2523809523809524,3.976190476190476,1.7777777777777777,62.53333333333333,43.3063492063492,3.5063492063492063,1.4587301587301589,16.285714285714285,7.365079365079365,5.479365079365079,28.09841269841269,3.157142857142857,1.36984126984127,0.2746031746031746,1.5047619047619047,2.488888888888889,4.428571428571429,58.92857142857143,1.126984126984127,5.215873015873016,1.1746031746031746,9.106349206349206,2.4603174603174605,12.40952380952381,3.566666666666667,1.1492063492063491,5.834920634920635,2.231746031746032,3.6857142857142855,0.1714285714285714,6.788888888888889,7.6571428571428575,0.4984126984126984,104.52428571428572,105.47888888888887,8.116984126984127,96.40285714285714,8.21063492063492,97.26904761904764,91.51038095238096,31.903015873015875,1.5851428571428572,3.6951111111111112,0.2711841269841269,0.2518793650793651,30.68706349206349,75.59468253968254,90.7138253968254,0.1520920634920635
7,ATL,101150,Lou Williams,0.5909458544839256,0.2491742808798646,0.4313959390862944,0.2031979695431472,0.286570219966159,0.2018544839255499,0.0621235194585448,0.3097478849407784,0.2474010152284264,0.2212554991539763,0.0968934010152284,0.2436446700507614,0.2473248730964467,0.0417191201353637,0.1295008460236886,0.1056937394247038,0.2430744500846023,0.2658578680203046,0.2454314720812183,0.0691522842639593,0.3225160744500846,0.1298443316412859,0.6391505922165821,0.4346497461928933,0.2421861252115059,0.2789001692047377,0.387077834179357,0.4480558375634517,0.515507614213198,0.0664263959390863,0.1608832487309644,0.1090947546531302,0.6792842639593909,0.2705211505922166,0.2388037225042301,0.2603282571912014,0.3498477157360406,0.4840710659898477,0.3182707275803723,9.021827411167513,0.567098138747885,0.2621895093062606,0.0132808798646362,0.1335939086294416,0.3533756345177665,0.311756345177665,0.2879780033840947,0.1959830795262267,0.4119610829103214,0.350253807106599,3.240270727580372,2.1319796954314723,0.9678510998307952,0.3028764805414551,6.939086294416244,3.023688663282572,1.6954314720812182,4.05414551607445,0.8121827411167513,49.13197969543148,22.084602368866328,2.297800338409476,1.44331641285956,14.34010152284264,5.532994923857868,2.5228426395939088,22.59560067681895,3.6582064297800336,1.1235194585448391,0.6463620981387479,2.077834179357022,3.575296108291032,4.125211505922166,35.500846023688666,1.5532994923857868,0.9932318104906938,0.7292724196277496,7.739424703891709,2.008460236886633,10.988155668358711,4.267343485617597,0.922165820642978,4.619289340101523,1.1759729272419628,1.781725888324873,0.1573604060913705,3.6006768189509306,6.534686971235194,0.2521150592216582,101.58697123519458,101.8351945854484,0.1421319796954314,101.44551607445008,0.5517766497461929,101.2869712351946,94.04421319796954,16.72284263959391,1.311404399323181,1.545972927241963,0.2964602368866328,0.2731472081218274,23.430287648054144,78.3063959390863,93.9678510998308,0.1089289340101522
8,BKN,200746,LaMarcus Aldridge,0.8667443082311734,0.5135288966725045,0.7106287215411559,0.0964500875656742,0.041816112084063,0.1521611208406304,0.3036059544658494,0.1269229422066549,0.256169877408056,0.2704185639229421,0.2526584938704028,0.2574168126094571,0.2481313485113835,0.1162521891418563,0.1155429071803852,0.236185639229422,0.2078406304728546,0.0143590192644483,0.1673169877408056,0.1648021015761821,0.2908511383537653,0.123,0.4041611208406305,0.173031523642732,0.2455761821366024,0.1177215411558668,0.4481033274956217,0.4577302977232924,0.5005288966725044,0.3171453590192644,0.3226497373029772,0.1703835376532399,0.6959772329246936,0.3880315236427321,0.1665183887915937,0.258122591943958,0.0579649737302977,0.4692434325744308,0.3635674255691768,6.854290718038529,0.3888879159369527,0.0422977232924693,0.0670087565674255,0.037877408056042,0.5288021015761822,0.3274991243432574,0.0496725043782837,0.1249964973730297,0.3993415061295972,2.224168126094571,1.8563922942206648,7.7215411558669,3.0770577933450087,0.2679509632224168,7.980735551663748,3.457092819614711,1.4746059544658494,0.819614711033275,0.6217162872154116,60.40105078809107,25.893169877408056,2.9316987740805605,0.2679509632224168,18.33800350262697,6.248686514886165,7.159369527145359,27.61471103327496,3.3800350262697023,4.147110332749562,0.4430823117338003,0.7793345008756567,5.422066549912435,7.709281961471103,40.8861646234676,2.7950963222416814,2.0893169877408058,1.725043782837128,9.376532399299474,2.2959719789842383,14.992994746059544,4.036777583187391,3.008756567425569,7.345008756567426,2.050788091068301,5.497373029772329,1.0402802101576183,10.942206654991244,8.457092819614711,0.0490367775831873,99.93502626970228,101.01943957968476,3.054640980735552,96.88108581436076,3.141155866900175,97.87898423817865,89.58252189141857,8.410683012259195,1.5919789842381786,0.8954816112084063,0.2284203152364273,0.2176217162872154,30.242451838879155,73.86733800350262,88.6408931698774,0.1282136602451838
9,UTA,200752,Rudy Gay,0.6721612903225807,0.3649715370018975,0.5523396584440228,0.1121745730550284,0.2119297912713472,0.1756110056925996,0.1760436432637571,0.2757628083491461,0.216438330170778,0.2190246679316888,0.2080151802656546,0.2256527514231499,0.2196129032258064,0.0940113851992409,0.1475370018975332,0.2151878557874762,0.2030796963946869,0.1029373814041745,0.2039962049335863,0.1486053130929791,0.2066091081593928,0.1307419354838709,0.5211764705882354,0.4682201138519924,0.2160360531309298,0.154392789373814,0.4056148007590133,0.4475142314990512,0.4869430740037951,0.1775901328273245,0.1780018975332068,0.1667096774193548,0.5952903225806452,0.3743605313092979,0.1620872865275142,0.1758292220113852,0.2462770398481973,0.4684838709677419,0.3072182163187856,9.855597722960152,0.4489525616698292,0.1945218216318785,0.0392390891840607,0.1074629981024668,0.4542732447817837,0.2974743833017078,0.2298292220113852,0.1950512333965844,0.3907286527514231,1.1555977229601515,1.971537001897533,5.385199240986717,1.721062618595825,0.1954459203036053,6.506641366223909,2.3092979127134723,1.7988614800759013,2.869070208728653,0.935483870967742,54.34535104364326,21.02277039848197,1.827324478178368,0.9734345351043644,13.882352941176473,4.163187855787476,5.138519924098672,23.98481973434535,2.5028462998102468,2.3946869070208727,0.6072106261859582,1.7039848197343457,4.070208728652752,5.734345351043643,32.383301707779886,1.888045540796964,0.7495256166982922,1.1043643263757117,8.956356736242885,2.379506641366224,11.681214421252372,3.030360531309298,1.825426944971537,5.20303605313093,1.9335863377609108,4.229601518026565,0.5521821631878557,7.265654648956357,7.766603415559772,0.1081593927893738,96.77362428842504,97.4785578747628,0.7411764705882352,96.03396584440227,1.0075901328273245,96.47058823529412,90.36834914611006,10.695256166982922,1.351821631878558,0.9193168880455408,0.2667343453510436,0.2464060721062618,26.72015180265655,74.84834914611007,89.81787476280834,0.1025370018975332
10,CLE,200765,Rajon Rondo,0.6168554455445544,0.1487683168316831,0.5496693069306932,0.3425683168316832,0.1095009900990099,0.1429762376237623,0.0383663366336633,0.2008079207920792,0.1254475247524752,0.1376277227722772,0.1545504950495049,0.1458,0.1577207920792079,0.0673287128712871,0.1257029702970297,0.1652257425742574,0.2061089108910891,0.124089108910891,0.2633227722772277,0.1120336633663366,0.0668534653465346,0.1249841584158415,0.5858851485148515,0.2481881188118812,0.1548217821782178,0.4484594059405941,0.353829702970297,0.3892158415841584,0.3972455445544555,0.1197663366336633,0.130219801980198,0.1422574257425742,0.2182356435643564,0.4194712871287128,0.066829702970297,0.1131009900990099,0.2227603960396039,0.4369603960396039,0.2582970297029703,12.127920792079207,0.5461841584158416,0.1716257425742574,0.0236415841584158,0.122819801980198,0.2340138613861386,0.2471980198019802,0.1177405940594059,0.2307207920792079,0.3578257425742574,0.7049504950495049,6.883168316831683,3.942574257425744,1.0178217821782178,0.3524752475247524,6.714851485148515,1.4257425742574257,2.3564356435643563,1.7188118811881188,1.1524752475247524,49.73465346534653,35.66732673267327,1.388118811881188,0.5801980198019802,8.001980198019801,3.23960396039604,4.100990099009901,22.68910891089109,0.7445544554455445,1.7386138613861386,0.4495049504950495,1.314851485148515,2.1603960396039605,4.186138613861386,44.51287128712871,0.9762376237623762,-0.8732673267326733,0.7980198019801981,8.887128712871288,1.299009900990099,7.532673267326732,1.2297029702970297,0.6138613861386139,3.3386138613861385,1.60990099009901,3.237623762376238,0.1267326732673267,5.712871287128713,7.081188118811881,0.3643564356435643,86.86277227722772,87.37089108910892,-2.735049504950496,89.60138613861386,-2.557425742574257,89.92732673267328,84.62047524752475,33.10693069306931,1.1991881188118811,2.759485148514852,0.2191089108910891,0.2180891089108911,23.976653465346534,70.16885148514851,84.20253465346535,0.0959108910891089
